Contig	sRNA_ID	s1a1	s1a2	s1a3	s1b1	s1b2	s1b3	s9b1	s9b2	s9b3	s13a1	s13a2	s13a3	s13b1	s13b2	s13b3	s17a1	s17a2	s17a3	s17b1	s17b2	s17b3	s2017-9am1	s2017-9am2	s2017-9am3	s2017-9am4	s2017-9am5	s2017-9am6	s2017-9am7	s2017-9am8	s2017-9am9	s2017-9am10	s2017-9am11	s2017-9am12	s2017-9pm1	s2017-9pm2	s2017-9pm3	s2017-9pm4	s2017-9pm5	s2017-9pm6	s2017-9pm7	s2017-9pm8	s2017-9pm9	s2017-9pm10	s2017-9pm11	s2017-9pm12
NODE_17203_length_5879_cov_7.472356	STRG.101891	0	0	0	0	0	0	0	0	0	0	0	0	33.329086	0	0	0	0	0	426.511505	0	420.36969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1729_length_18796_cov_107.304306	STRG.26645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.983032	0	653.34436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1738_length_18755_cov_33.033690	STRG.26763	61.534199	0	0	372.626282	60.383198	0	0	0	0	0	155.933731	0	0	0	0	108.326759	0	101.351364	307.275269	0	0	115.36068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.758881	0	0	0	0	0	0
NODE_1738_length_18755_cov_33.033690	STRG.26778	27941.20898	740.718384	5810.953613	3196.789795	1188.566406	2221.686523	733.84021	1342.575562	477.538605	2635.090332	471.388336	422.928131	4788.458496	7084.698242	103.742134	3161.919922	11983.34863	2522.933594	281.5448	3108.661377	87.229118	1196.369019	297.811035	12697.93262	1013.944092	3621.326416	1635.080322	280.873413	2498.634033	4943.864746	6222.586914	766.899292	7325.266113	7787.963867	2828.733398	10971.73731	0	1783.99646	96.123161	1753.378296	2810.458008	934.871582	3646.916504	4126.669922	1938.193359
NODE_17482_length_5822_cov_106.004682	STRG.102756	0	0	0	0	0	0	31.776653	69.075302	69.724762	0	0	0	0	145.752838	29.627924	0	0	0	716.612915	0	961.694641	0	0	0	0	84.139313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1755_length_18670_cov_23.789686	STRG.26945	0	202.685394	0	0	0	0	0	170.032883	0	0	171.588364	0	0	130.332153	0	218.302597	256.610474	0	531.658752	0	301.174408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1755_length_18670_cov_23.789686	STRG.26953	0	0	254.075409	0	0	0	0	0	0	0	0	22.101952	0	0	0	0	390.047791	0	257.720062	0	503.342621	0	0	0	0	0	0	0	0	0	337.812378	0	0	0	11.713217	0	0	0	0	0	0	0	0	0	0
NODE_17569_length_5805_cov_14.629913	STRG.102986	0	0	0	0	0	0	25.151575	0	0	0	0	0	0	0	0	0	0	0	199.417892	0	1647.245239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1763_length_18630_cov_9.385034	STRG.27003	767.766235	0	0	666.648438	166.377014	0	0	251.336746	0	0	0	0	0	127.223297	0	779.769104	2984.402344	541.234924	0	0	0	0	0	0	0	0	0	0	0	0	1193.764648	0	1165.786743	0	0	0	0	305.528595	0	0	247.799133	0	0	0	0
NODE_1777_length_18549_cov_21.133665	STRG.27136	0	0	0	0	0	0	543.561951	248.112061	0	0	0	0	0	0	0	0	0	0	525.682312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1777_length_18549_cov_21.133665	STRG.27167	0	0	142.131088	0	0	0	0	38.679638	345.654541	0	164.720795	0	0	0	0	71.696373	0	0	999.888062	207.880035	121.320511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1781_length_18527_cov_7.536650	STRG.27200	0	0	0	0	0	0	0	98.457199	1810.68042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_17926_length_5736_cov_16.680338	STRG.104013	0	0	0	0	57.028633	0	0	0	0	0	0	0	0	0	0	0	0	129.168839	222.949524	0	0	448.357758	0	0	0	471.49826	0	0	0	0	0	0	0	0	0	0	540.92981	0	0	435.179443	0	0	0	0	0
NODE_17963_length_5729_cov_15.239690	STRG.104110	117.02195	0	362.527161	421.796295	0	0	179.749283	564.76123	0	0	361.739746	165.706299	138.473297	333.319244	134.753036	885.025513	303.370575	335.478363	176.124023	796.31366	176.50145	0	210.720383	0	0	0	0	874.47467	0	0	250.143143	0	0	0	765.708435	281.515625	0	0	113.878952	0	144.233871	0	0	0	0
NODE_18066_length_5709_cov_6.424301	STRG.104427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612.447327	0	0	0	423.841736	0	0	0	0	0	0	0	0	219.047501	0	0	0	0
NODE_18105_length_5700_cov_22.688928	STRG.104546	0	154.040955	70.20047	346.901215	0	160.701004	0	125.801865	0	6.531453	0	202.650208	18.697269	156.122238	110.923401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.592072	0	0	0	0	0	0	0	0	0	0
NODE_18198_length_5684_cov_29.844200	STRG.104813	0	0	0	0	0	0	556.928223	0	0	0	79.130562	0	0	0	0	0	0	0	288.203003	0	749.770752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_18211_length_5682_cov_11.420117	STRG.104850	0	297.812469	599.145325	0	168.234421	0	0	0	975.844543	0	656.78363	0	489.968048	356.588654	0	0	0	1010.811035	0	0	0	0	0	0	0	0	346.38858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_18316_length_5661_cov_23.228862	STRG.105141	2582.730469	24913.6875	8262.151367	4922.005371	4358.718262	29025.12891	660.324158	2700.639893	823.497559	15627.57422	4079.397461	2222.83374	19715.95703	2615.484863	6010.087402	3609.232178	1732.99707	13138.79981	10069.47266	10470.69238	4998.403809	1141.634766	1005.986328	1800.366943	2480.654785	3399.657471	566.451294	3430.883545	0	147.632355	2229.980957	659.637878	583.224915	2304.96875	725.763611	298.992981	1955.727417	2403.10791	955.639038	675.897827	281.751099	1989.341187	1272.796387	2941.237305	1617.18396
NODE_18463_length_5637_cov_15.536188	STRG.105541	51.314579	0	0	0	0	0	0	169.939713	0	0	0	0	0	0	0	0	0	0	0	0	205.636383	0	0	0	0	0	0	1236.780029	0	0	0	0	0	0	0	109.991051	0	0	104.951294	0	0	0	0	0	0
NODE_18513_length_5630_cov_4.441435	STRG.105696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.92572	0	0	0	377.240509	0	0	0	0	764.993164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1859_length_18182_cov_7.646770	STRG.27898	0	0	0	0	0	0	0	24.29043	0	0	0	0	0	0	0	0	0	0	495.145752	0	200.654373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_18646_length_5605_cov_11.465405	STRG.106066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834.411255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_18647_length_5605_cov_9.418559	STRG.106069	0	872.070496	0	0	246.970673	0	0	0	0	438.33783	0	0	0	396.209595	210.940842	0	0	362.380188	232.421753	0	0	597.107666	295.137115	0	0	232.06192	0	0	0	0	272.833099	0	0	0	231.845779	390.07663	0	154.178818	748.436523	0	118.99617	381.760223	2021.220581	0	0
NODE_1869_length_18135_cov_113.551051	STRG.28006	0	0	0	0	0	0	112.602951	0	0	0	12.107371	0	0	201.893768	184.621277	0	0	0	1638.268799	0	341.440247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.501816
NODE_187_length_40907_cov_29.299692	STRG.5224	0	0	0	77.993195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.506104	0	0	0	0	0	0	0	0	0	155.328445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_18707_length_5594_cov_7.416682	STRG.106231	0	0	561.69873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461.451996	0	0	435.357117	0	0	410.040833	0	0	0	442.127533	0	0	0	0	0	0	0	0	0
NODE_188_length_40827_cov_14.643039	STRG.5245	0	1164.094727	0	0	91.858116	624.843018	0	84.993629	0	1815.130493	0	1010.460632	168.429047	1587.497559	0	0	0	0	0	0	0	157.019943	496.051117	530.500061	136.347809	0	645.905029	413.892914	303.873383	0	299.829803	1138.037842	542.706055	0	0	0	1764.327393	1612.151611	8610.044922	486.651093	0	643.099487	4388.45166	1167.998901	1489.821411
NODE_1881_length_18075_cov_21.667814	STRG.28112	0	0	0	403.132751	0	0	0	0	357.529236	0	90.434914	0	102.432327	0	0	0	0	127.992256	283.05658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_18906_length_5556_cov_7.829667	STRG.106780	0	1713.290039	0	1075.987671	99.697525	0	0	0	0	706.38623	0	0	95.431549	0	0	0	0	0	0	0	0	101.979836	1964.33374	0	274.417297	428.566193	0	0	0	0	652.161865	0	398.340942	0	0	0	0	0	1065.430908	0	0	0	0	0	0
NODE_18984_length_5541_cov_56.208713	STRG.106997	0	0	0	0	456.700165	0	149.588135	134.564865	0	621.280518	0	124.666145	0	0	0	0	0	0	145.292358	0	0	681.292236	0	0	0	0	0	0	748.382324	0	138.0065	1134.454956	0	0	630.228149	0	5307.885254	0	85.674774	0	0	0	0	0	0
NODE_192_length_40515_cov_23.159268	STRG.5321	0	0	199.409851	0	0	0	0	0	0	184.334198	55.548626	0	128.210052	0	0	0	1022.906921	0	0	80.236015	186.931595	0	0	0	0	0	0	371.65387	0	0	0	0	0	0	0	0	0	0	0	0	0	164.333832	0	0	0
NODE_19259_length_5492_cov_113.405187	STRG.107747	0	0	0	0	164.975571	0	0	0	0	0	0	0	0	745.251465	0	0	0	0	614.146912	0	0	0	0	0	0	0	0	0	0	383.211609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1929_length_17922_cov_23.814462	STRG.28557	0	119.994209	0	274.776947	64.099525	0	110.334862	0	0	86.249763	31.993515	0	69.818291	167.134277	72.976967	67.354324	946.207581	72.076942	316.557129	0	316.434631	0	0	0	0	0	0	0	0	0	95.865952	0	0	0	0	0	0	0	157.542068	0	0	0	0	186.105789	0
NODE_19307_length_5486_cov_11.500276	STRG.107853	155.666885	0	0	0	0	0	36.258396	0	334.745453	376.696564	155.788284	0	61.619453	631.459045	0	0	0	232.601425	0	267.83432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_19386_length_5475_cov_8.974354	STRG.108095	177.904984	0	0	0	284.124695	0	0	0	0	0	0	0	156.849518	0	0	576.75061	0	0	0	0	0	0	640.704041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_194_length_40453_cov_228.227957	STRG.5354	129417.3828	211157.1875	99241.03125	134905.7969	524899.3125	194242.1563	151778.7344	119180.4688	24080.1875	148624.2813	404955.9688	195080.9531	184901.6094	135284.4531	494273.8125	230618.0781	67963.69531	75181.83594	357865.7188	235507.3906	666841.75	6895.589355	7787.714355	42359.04688	16143.48926	76991.96094	8078.993652	4804.338379	13796.44727	4446.186523	10903.02539	11639.87793	17914.9043	104637.0547	14262.72754	15416.98731	19320.32813	4846.870117	14214.52246	14616.23731	5695.362793	9527.334961	8656.005859	22537.69727	36617.26172
NODE_194_length_40453_cov_228.227957	STRG.5356	416.731689	416.41153	197.342026	1382.286621	1871.859619	2182.195312	262.050598	505.343414	0	459.720154	779.082214	696.122375	636.506653	388.156647	3015.887939	1268.703369	703.988647	558.635559	2174.409668	1555.224854	7348.21582	0	0	0	187.079544	683.376038	0	0	257.497833	0	0	0	178.119949	1536.06665	291.172974	0	167.212128	0	353.982941	0	111.83049	170.705795	0	0	182.758652
NODE_194_length_40453_cov_228.227957	STRG.5364	257.538696	934.72467	769.180115	1746.908813	6296.423828	4554.689453	139.232056	425.475616	0	593.396118	842.444336	1712.226196	535.330872	1512.065186	821.005127	531.940491	2494.183105	1155.212769	1716.474487	362.645203	2703.091553	249.032684	329.504944	0	0	0	522.225952	528.600403	0	0	0	390.610535	0	0	0	0	0	0	0	0	0	0	1458.362549	0	0
NODE_19401_length_5474_cov_10.790552	STRG.108131	0	0	0	0	0	0	167.315018	65.298439	190.753708	0	0	0	0	226.705978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.683746	0
NODE_1958_length_17792_cov_23.406439	STRG.28836	0	375.554321	0	0	0	203.272552	0	0	0	130.41449	46.431992	0	0	322.534241	0	193.872528	472.248016	0	173.279037	0	283.645111	0	0	0	0	0	0	0	0	266.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	288.242157	0
NODE_1962_length_17775_cov_16.143792	STRG.28896	0	0	0	0	99.290848	0	181.498871	249.21965	0	0	0	0	0	0	0	679.958679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_19760_length_5414_cov_9.608322	STRG.109152	0	0	0	1007.832092	0	0	0	0	672.996216	0	154.492996	0	0	0	31.867302	0	114.537918	0	283.628357	275.647034	0	0	0	749.150696	0	0	362.58609	0	424.991455	0	0	0	0	1014.787842	0	0	0	920.178345	0	462.644287	0	0	0	0	0
NODE_1982_length_17691_cov_4.683772	STRG.29095	5879.265137	1194.375488	2946.373047	7237.15918	7366.608398	1049.454834	813.195801	994.262817	0	2717.553223	557.290649	2990.893311	4135.169434	6757.575195	5418.268066	1599.983154	2349.708252	2489.050293	4926.600586	12599.49414	4004.045898	43494.95313	97280.89063	785.959412	3268.799316	78504.5	1920.310791	2804.944092	1313.432373	660.33783	83015.10156	1042.379639	5010.05127	6571.19043	680.293335	12898.53613	2046.773193	1573.070923	3772.723389	1686.223145	1538.015381	272.949402	10493.4209	1007.509644	993.651672
NODE_199_length_40096_cov_6.518918	STRG.5481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.525208	0	0	0	92.636658	0	611.522217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_19918_length_5389_cov_22.142857	STRG.109541	38.237965	0	141.192429	137.228317	65.218086	0	0	50.61034	179.231354	0	135.947571	219.807861	0	197.587555	0	91.430473	375.789978	196.139984	182.854584	82.950195	399.983765	0	137.241119	0	0	0	129.061584	0	84.684357	317.305603	167.60498	0	0	0	0	0	0	0	76.303032	0	0	0	247.733429	185.213867	0
NODE_19945_length_5385_cov_80.382739	STRG.109600	40.196526	0	0	0	0	0	0	0	0	0	0	0	71.547127	166.734711	23.890095	0	0	0	23.131317	0	617.580017	0	0	0	0	0	0	0	0	81.969635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20_length_85334_cov_28.098887	STRG.945	769.74231	1040.421875	218.854111	579.36261	46.833546	0	0	224.519455	167.309052	1308.891357	0	65.81208	237.840424	683.959595	185.221848	212.724548	455.419006	1483.874756	394.467773	0	81.712601	0	360.798615	0	238.573746	337.027771	0	215.328339	226.191086	0	150.231964	0	0	0	0	159.430252	171.305344	0	0	0	129.238373	0	250.031174	0	447.389008
NODE_2002_length_17608_cov_7.180254	STRG.29288	0	0	0	0	0	0	0	0	0	0	0	0	317.587006	0	0	206.471481	0	186.301407	0	502.206299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20039_length_5369_cov_9.377493	STRG.109855	124.865562	0	0	301.005707	0	0	0	0	148.059174	0	0	0	351.342926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20149_length_5351_cov_16.886329	STRG.110140	0	131.482727	96.41861	333.554565	191.487289	203.0616	111.851654	0	380.144287	0	37.744247	0	56.252064	0	143.04274	1411.127441	244.799835	260.680786	587.861755	0	0	0	0	0	126.637886	0	0	0	0	283.03421	0	0	0	0	0	149.763367	0	0	0	0	0	0	0	573.827026	175.178909
NODE_20177_length_5347_cov_9.115268	STRG.110230	150.294113	0	196.642563	0	0	0	339.726196	1036.015625	296.118347	135.25856	79.582718	0	0	0	0	0	0	0	100.459358	81.540199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.200577
NODE_2031_length_17506_cov_5.862071	STRG.29542	0	308.081909	0	0	0	0	0	0	0	0	0	0	0	0	0	334.828125	0	0	0	0	0	0	353.357941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20366_length_5312_cov_6.743580	STRG.110708	1719.421387	22729.00977	1475.348877	2025.220947	5349.75	31560.4082	2158.096924	4013.773926	1308.281494	11916.36426	1218.337769	7216.57959	162.258133	7203.5	447.020996	615.479858	511.097168	582.246216	280.749512	1433.220947	0	9108.053711	5985.058594	5861.520996	50087.24219	3368.477295	16326.74902	17897.60352	24839.75	19668.17773	31083.05859	8503.905273	7122.061035	20190.34961	8142.853516	5866.888184	27088.5957	14389.13574	14297.9668	3033.549561	3035.619141	3121.548096	12844.08496	12638.18164	4052.577881
NODE_20455_length_5298_cov_5.917604	STRG.110923	398.507233	0	0	0	0	0	196.416611	0	90.133377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20661_length_5262_cov_18.093528	STRG.111417	102.726295	0	0	119.148224	0	0	0	167.130997	837.50647	0	0	0	92.416718	456.961609	199.871536	0	0	0	147.303741	0	333.58783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20730_length_5251_cov_21.669361	STRG.111631	159.707047	0	0	0	0	0	0	0	336.498108	0	0	0	0	329.670563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20757_length_5247_cov_7.983629	STRG.111693	0	0	0	0	0	295.342804	0	0	0	0	0	0	0	0	0	0	0	0	345.496338	0	343.171936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_208_length_39632_cov_12.149051	STRG.5729	0	254.346725	262.59494	0	105.436592	0	0	0	0	0	0	0	0	643.840576	0	272.774078	589.607178	0	224.530319	217.580765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.63443	0	168.759262	0	0	0	0	0	0
NODE_2093_length_17294_cov_24.298219	STRG.30138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864.609009	0	14.524928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20939_length_5218_cov_5.124734	STRG.112179	0	0	199.935562	293.669769	253.763641	0	189.195755	183.017288	239.090836	567.322449	0	0	0	0	266.221344	0	0	0	149.617416	2625.37915	325.975616	194.25296	0	0	214.24762	0	0	0	237.467484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20969_length_5212_cov_8.123909	STRG.112260	142.47699	0	0	0	97.500526	0	0	0	0	0	145.498154	0	0	311.003326	0	0	0	0	0	123.038315	52.42487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_20983_length_5210_cov_69.291756	STRG.112301	135.833786	154.040955	153.626999	712.831055	0	0	0	19.742743	165.133423	0	90.67041	0	65.353996	408.315979	0	252.623505	0	114.864853	2232.572754	532.864136	3354.589355	0	0	0	0	35.934505	0	0	0	401.724213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_21102_length_5193_cov_31.220708	STRG.112591	85.669388	0	513.57428	865.664307	582.270325	945.785156	395.499786	168.554413	365.352478	485.983154	536.902771	0	488.40921	166.522934	422.310638	73.908615	173.354401	1023.462891	0	495.551422	0	0	0	0	0	0	0	0	0	0	0	99.686935	0	0	0	0	0	0	0	82.422287	0	0	0	0	0
NODE_2113_length_17219_cov_8.732522	STRG.30302	0	0	0	0	0	0	0	0	0	0	0	0	156.982071	0	0	0	0	0	503.928864	0	347.70874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2116_length_17212_cov_8.173573	STRG.30341	0	0	0	0	169.671875	0	0	0	0	0	197.499435	287.325653	173.330719	0	225.651901	0	0	0	0	387.166718	725.283203	0	0	0	0	0	0	0	0	0	0	433.762115	0	987.991089	0	0	0	0	0	0	0	0	0	0	0
NODE_21249_length_5171_cov_15.036552	STRG.112966	86.09729	0	0	0	0	0	0	234.519531	499.554321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_21273_length_5168_cov_15.388031	STRG.113034	252.725616	258.475494	0	0	0	0	0	0	0	0	0	0	1283.153076	0	0	0	0	0	0	146.026688	0	230.927246	0	0	695.699341	0	0	513.917053	0	0	0	0	0	0	807.985596	0	0	0	0	0	0	0	343.88501	0	0
NODE_21307_length_5163_cov_21.596319	STRG.113124	0	174.990524	0	0	0	0	0	0	672.996216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2138_length_17136_cov_57.120368	STRG.30503	5742.916992	3734.200928	2667.335938	2634.906006	784.239075	655.863708	4099.402832	3240.166016	1630.548096	8393.139648	831.66748	2418.16333	1186.822998	3777.286865	859.261536	79.860977	481.669617	1516.216675	726.310181	2574.010986	876.593811	1220.136963	8942.164062	1133.107178	6007.652832	991.03772	689.886963	581.51947	1211.110962	1665.690308	3510.629639	1660.391479	860.844238	3101.174316	2910.533203	1305.002808	1428.026367	2348.898926	1588.955566	2872.196533	3149.668945	1202.928955	1525.89563	999.781799	1271.062988
NODE_2138_length_17136_cov_57.120368	STRG.30504	41.511204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.907013	0	592.064941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2157_length_17078_cov_9.555543	STRG.30691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829.350159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_21572_length_5126_cov_11.368764	STRG.113816	82.045563	0	0	0	0	0	0	0	0	0	0	0	179.256592	376.787598	0	0	0	0	231.692596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_21640_length_5117_cov_25.420782	STRG.114000	0	0	0	0	0	0	0	0	0	185.075867	120.747375	0	0	528.279541	0	0	0	0	473.933868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2167_length_17023_cov_35.555575	STRG.30770	41.477329	0	0	0	0	0	0	0	112.623901	0	63.95039	0	89.262428	181.124451	0	0	0	0	222.916245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_21776_length_5096_cov_42.039873	STRG.114303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	957.917664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2180_length_16995_cov_6.315230	STRG.30887	0	0	0	0	53.781937	0	140.955185	0	0	0	123.396667	0	0	37.267277	77.52272	0	0	0	193.680923	0	2605.758057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_22145_length_5043_cov_9.745790	STRG.115200	0	103.681419	124.083298	0	0	0	266.415253	0	142.364609	0	225.217758	102.221558	0	0	77.216873	0	0	275.675751	0	238.170898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_22195_length_5035_cov_54.335944	STRG.115311	0	0	235.465637	0	0	0	0	0	0	438.33783	0	217.50824	135.698944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_22226_length_5030_cov_108.264322	STRG.115396	0	0	0	0	0	0	0	147.351685	0	0	0	0	0	0	0	0	0	0	153.882111	0	687.959595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2229_length_16843_cov_9.048606	STRG.31299	0	0	0	0	0	0	0	0	111.656136	0	50.355839	0	0	0	0	0	0	0	737.53772	0	578.529968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_224_length_38822_cov_23.641860	STRG.6090	0	0	0	0	0	0	0	0	0	0	0	0	0	336.47348	54.360653	60.673222	0	0	86.017502	0	565.717651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_22682_length_4970_cov_124.087080	STRG.116473	964.956848	0	364.315369	0	329.136505	2817.26001	294.376373	251.065765	531.18634	440.425201	466.8703	160.081467	1539.472778	0	246.925873	1350.203613	0	194.285797	474.162537	0	287.154327	0	474.120911	420.255219	396.839844	663.49939	427.970398	0	0	0	0	832.030762	1177.002686	643.523865	0	0	167.385818	690.13385	320.637177	899.335327	272.7211	0	0	327.660828	0
NODE_2271_length_16709_cov_23.871863	STRG.31728	0	0	0	0	31.380047	0	0	165.589859	0	102.425743	0	102.874077	111.021942	0	28.248161	102.506317	578.211487	50.910007	106.808899	49.382576	341.711487	100.624115	0	0	0	0	0	0	81.492752	0	81.733795	0	88.075371	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2282_length_16686_cov_131.653599	STRG.31825	103.396484	1030.825439	2017.911377	358.461273	2104.817871	0	645.735718	1814.738525	345.592651	3982.950928	647.159607	3733.68042	1077.477417	2672.808594	892.972778	1372.781494	0	3475.004883	4488.177246	1521.550903	816.97821	191.928787	927.046753	0	199.460388	1222.522583	0	0	0	380.779877	1104.264648	509.212097	111.966072	0	400.350708	0	1425.041626	160.012634	403.458435	238.244919	589.40979	408.5867	445.136932	0	306.812531
NODE_22921_length_4936_cov_4.568121	STRG.117035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693.192688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2294_length_16635_cov_45.529735	STRG.31945	0	184.480209	0	0	0	0	0	0	0	0	211.33075	402.599976	162.082291	900.368469	0	0	0	0	0	187.014725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_22993_length_4925_cov_35.890554	STRG.117203	104.065582	0	0	0	0	0	65.480415	0	0	0	93.428902	0	0	421.708252	77.806656	0	0	0	592.456848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
